ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Price_Category,Purchase_Channel,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024,Age_Group,Gender
MED0494,Abbott-VIT-696,Abbott India,Allopathy,Capsule,Vitamins,60,1203.72,High,Pharmacy Store,No,Metformin,Zinc,Kerala,9050,9575,10462,5.81%,9.27%,7.54%,10893666,11525619,12593318.64,31-50 (Middle Age),Female
MED0495,Abbott-ANT-270,Abbott India,Allopathy,Inhaler,Anti-infective,100,1115.36,High,Hospital,Yes,Paracetamol,Sulphate,Uttar Pradesh,10885,12017,13615,10.41%,13.30%,11.86%,12140693.6,13403281.12,15185626.4,0-12 (Child),Female
MED0496,Cipla-ANT-720,Cipla,Allopathy,Ointment,Anti-diabetic,60,1317.96,High,Pharmacy Store,Yes,Amoxicillin,None,Punjab,24984,27442,29775,9.84%,8.50%,9.17%,32927912.64,36167458.32,39242259,51+ (Senior),Female
MED0497,Abbott-VIT-419,Abbott India,Allopathy,Tablet,Vitamins,10,1656.72,High,Pharmacy Store,No,Paracetamol,Magnesium,West Bengal,13782,14247,16310,3.38%,14.48%,8.93%,22832915.04,23603289.84,27021103.2,31-50 (Middle Age),Male
MED0498,Aurobindo-CAR-908,Aurobindo Pharma,Ayurveda,Injection,Cardiac,60,133.69,Low,Pharmacy Store,Yes,Atorvastatin,Calcium,Tamil Nadu,15891,16464,17407,3.61%,5.73%,4.67%,2124467.79,2201072.16,2327141.83,0-12 (Child),Male
MED0499,Sun-CAR-833,Sun Pharma,Allopathy,Tablet,Cardiac,15,1446.73,High,Hospital,No,Aspirin,Magnesium,Karnataka,7763,8830,9739,13.75%,10.30%,12.03%,11230964.99,12774625.9,14089703.47,13-30 (Young Adult),Male
MED0500,Mankind-RES-320,Mankind Pharma,Allopathy,Ointment,Respiratory,20,1768.47,High,Pharmacy Store,Yes,Azithromycin,Calcium,Kerala,28199,28873,31578,2.39%,9.37%,5.88%,49869085.53,51061034.31,55844745.66,0-12 (Child),Female
MED0501,Mankind-ANT-481,Mankind Pharma,Allopathy,Capsule,Anti-diabetic,30,924.3,High,Pharmacy Store,No,Levocetirizine,Hydrochloride,Uttar Pradesh,21173,22106,24221,4.41%,9.57%,6.99%,19570203.9,20432575.8,22387470.3,0-12 (Child),Male
MED0502,Dr.-VIT-446,Dr. Reddy's,Homeopathy,Injection,Vitamins,60,1164.8,High,Hospital,Yes,Insulin,Folic Acid,Gujarat,5433,5867,6643,8.01%,13.24%,10.63%,6328358.4,6833881.6,7737766.4,31-50 (Middle Age),Male
MED0503,Cipla-GAS-972,Cipla,Allopathy,Ointment,Gastrointestinal,60,1561.59,High,Hospital,Yes,Insulin,Folic Acid,Kerala,22846,26203,28151,14.69%,7.44%,11.07%,35676085.14,40918342.77,43960320.09,0-12 (Child),Male
MED0504,Glenmark-RES-673,Glenmark,Allopathy,Syrup,Respiratory,20,773.85,Medium,Pharmacy Store,Yes,Levocetirizine,Caffeine,West Bengal,29266,30179,32248,3.12%,6.86%,4.99%,22647494.1,23354019.15,24955114.8,13-30 (Young Adult),Female
MED0505,Alkem-GAS-501,Alkem Labs,Homeopathy,Injection,Gastrointestinal,60,225.72,Medium,Pharmacy Store,No,Omeprazole,Hydrochloride,Maharashtra,19120,19796,20847,3.54%,5.31%,4.43%,4315766.4,4468353.12,4705584.84,31-50 (Middle Age),Female
MED0506,Dr.-CAR-680,Dr. Reddy's,Allopathy,Inhaler,Cardiac,60,1027.23,High,Hospital,Yes,Omeprazole,Clavulanic Acid,Rajasthan,16618,17816,20128,7.21%,12.98%,10.10%,17070508.14,18301129.68,20676085.44,13-30 (Young Adult),Female
MED0507,Sun-DER-559,Sun Pharma,Allopathy,Capsule,Dermatology,10,656.38,Medium,Hospital,No,Amoxicillin,Vitamin D3,Uttar Pradesh,16747,18179,20080,8.55%,10.46%,9.51%,10992395.86,11932332.02,13180110.4,13-30 (Young Adult),Female
MED0508,Alkem-VIT-582,Alkem Labs,Allopathy,Tablet,Vitamins,60,1129,High,Online,Yes,Azithromycin,Magnesium,West Bengal,5614,6046,6196,7.71%,2.48%,5.10%,6338206,6825934,6995284,51+ (Senior),Male
MED0509,Zydus-RES-449,Zydus Lifesciences,Allopathy,Ointment,Respiratory,60,802.02,High,Pharmacy Store,Yes,Atorvastatin,Folic Acid,Uttar Pradesh,12036,13607,14707,13.06%,8.09%,10.58%,9653112.72,10913086.14,11795308.14,13-30 (Young Adult),Male
MED0510,Mankind-ANT-548,Mankind Pharma,Allopathy,Injection,Anti-diabetic,15,585.6,Medium,Hospital,No,Cetirizine,Magnesium,Telangana,25620,26630,30387,3.95%,14.11%,9.03%,15003072,15594528,17794627.2,31-50 (Middle Age),Male
MED0511,Alkem-RES-923,Alkem Labs,Allopathy,Injection,Respiratory,15,1031.59,High,Hospital,Yes,Azithromycin,None,Uttar Pradesh,10899,11726,12210,7.59%,4.13%,5.86%,11243299.41,12096424.34,12595713.9,31-50 (Middle Age),Female
MED0512,Zydus-CNS-608,Zydus Lifesciences,Allopathy,Inhaler,CNS,100,656.66,Medium,Hospital,No,Azithromycin,Magnesium,Telangana,19313,20086,22622,4.00%,12.63%,8.32%,12682074.58,13189672.76,14854962.52,31-50 (Middle Age),Male
MED0513,Lupin-ANT-532,Lupin,Ayurveda,Injection,Anti-infective,60,1413.29,High,Pharmacy Store,Yes,Levocetirizine,None,West Bengal,29046,32723,37061,12.66%,13.26%,12.96%,41050421.34,46247088.67,52377940.69,51+ (Senior),Female
MED0514,Aurobindo-GAS-194,Aurobindo Pharma,Allopathy,Capsule,Gastrointestinal,20,158.09,Low,Pharmacy Store,Yes,Paracetamol,None,Maharashtra,7590,8237,9210,8.54%,11.82%,10.18%,1199903.1,1302187.33,1456008.9,51+ (Senior),Male
MED0515,Mankind-DER-207,Mankind Pharma,Homeopathy,Capsule,Dermatology,30,875,High,Pharmacy Store,Yes,Amoxicillin,Vitamin D3,Maharashtra,10967,11325,12784,3.27%,12.89%,8.08%,9596125,9909375,11186000,31-50 (Middle Age),Female
MED0516,Glenmark-ANT-940,Glenmark,Allopathy,Syrup,Anti-infective,60,1471.49,High,Hospital,Yes,Azithromycin,Clavulanic Acid,Maharashtra,6382,6903,7912,8.17%,14.62%,11.40%,9391049.18,10157695.47,11642428.88,51+ (Senior),Male
MED0517,Glenmark-ANT-591,Glenmark,Allopathy,Injection,Anti-infective,100,634.86,Medium,Hospital,Yes,Insulin,Zinc,Rajasthan,8317,9320,9590,12.06%,2.91%,7.49%,5280130.62,5916895.2,6088307.4,51+ (Senior),Female
MED0518,Torrent-GAS-597,Torrent Pharma,Allopathy,Injection,Gastrointestinal,20,1791.26,High,Pharmacy Store,Yes,Azithromycin,Caffeine,Gujarat,26868,28578,30007,6.37%,5.00%,5.69%,48127573.68,51190628.28,53750338.82,51+ (Senior),Female
MED0519,Abbott-ANT-507,Abbott India,Allopathy,Capsule,Anti-diabetic,100,477.17,Medium,Hospital,Yes,Atorvastatin,Caffeine,Kerala,6609,7257,8278,9.81%,14.07%,11.94%,3153616.53,3462822.69,3950013.26,0-12 (Child),Male
MED0520,Mankind-ANT-593,Mankind Pharma,Allopathy,Tablet,Anti-diabetic,30,641.94,Medium,Hospital,Yes,Levocetirizine,Hydrochloride,Telangana,25939,27167,29319,4.74%,7.92%,6.33%,16651281.66,17439583.98,18821038.86,31-50 (Middle Age),Female
MED0521,Cipla-DER-212,Cipla,Allopathy,Tablet,Dermatology,10,1885.34,High,Pharmacy Store,Yes,Levocetirizine,Caffeine,Tamil Nadu,18247,20435,21870,11.99%,7.03%,9.51%,34401798.98,38526922.9,41232385.8,31-50 (Middle Age),Male
MED0522,Mankind-ANT-250,Mankind Pharma,Allopathy,Ointment,Anti-infective,30,1372.15,High,Pharmacy Store,Yes,Aspirin,None,Tamil Nadu,6271,6736,7486,7.43%,11.14%,9.29%,8604752.65,9242802.4,10271914.9,31-50 (Middle Age),Female
MED0523,Divis-GAS-354,Divis Labs,Allopathy,Injection,Gastrointestinal,10,465.29,Medium,Hospital,Yes,Amoxicillin,Clavulanic Acid,Punjab,15039,16863,17976,12.13%,6.60%,9.37%,6997496.31,7846185.27,8364053.04,31-50 (Middle Age),Male
MED0524,Torrent-ANT-107,Torrent Pharma,Allopathy,Ointment,Anti-diabetic,20,1068.84,High,Hospital,No,Aspirin,Calcium,Maharashtra,7856,8814,9146,12.20%,3.78%,7.99%,8396807.04,9420755.76,9775610.64,13-30 (Young Adult),Other
MED0525,Alkem-CAR-774,Alkem Labs,Homeopathy,Syrup,Cardiac,20,1519.68,High,Pharmacy Store,No,Cetirizine,Clavulanic Acid,Punjab,22623,25484,28263,12.65%,10.90%,11.78%,34379720.64,38727525.12,42950715.84,51+ (Senior),Male
MED0526,Zydus-GAS-106,Zydus Lifesciences,Allopathy,Capsule,Gastrointestinal,30,423.5,Medium,Online,No,Levocetirizine,Hydrochloride,Rajasthan,10699,12103,13809,13.13%,14.10%,13.62%,4531026.5,5125620.5,5848111.5,0-12 (Child),Female
MED0527,Divis-CAR-427,Divis Labs,Allopathy,Injection,Cardiac,60,910.72,High,Hospital,No,Levocetirizine,Zinc,Punjab,24491,25004,26356,2.10%,5.41%,3.76%,22304443.52,22771642.88,24002936.32,31-50 (Middle Age),Female
MED0528,Biocon-CAR-603,Biocon,Allopathy,Inhaler,Cardiac,60,1876.78,High,Pharmacy Store,No,Omeprazole,Zinc,Kerala,22968,24151,26497,5.15%,9.72%,7.44%,43105883.04,45326113.78,49729039.66,13-30 (Young Adult),Female
MED0529,Alkem-CAR-744,Alkem Labs,Allopathy,Syrup,Cardiac,10,727.11,Medium,Hospital,No,Atorvastatin,Hydrochloride,Maharashtra,8044,8915,9931,10.84%,11.41%,11.13%,5848872.84,6482185.65,7220929.41,0-12 (Child),Female
MED0530,Dr.-ANT-112,Dr. Reddy's,Ayurveda,Syrup,Anti-diabetic,100,1839.86,High,Online,No,Amoxicillin,Caffeine,Punjab,16961,17551,18524,3.48%,5.55%,4.52%,31205865.46,32291382.86,34081566.64,31-50 (Middle Age),Male
MED0531,Biocon-ANT-897,Biocon,Allopathy,Injection,Anti-diabetic,60,898.98,High,Online,Yes,Aspirin,None,Maharashtra,21007,22960,26224,9.30%,14.22%,11.76%,18884872.86,20640580.8,23574851.52,31-50 (Middle Age),Female
MED0532,Biocon-VIT-289,Biocon,Allopathy,Capsule,Vitamins,15,1758.31,High,Hospital,Yes,Atorvastatin,Calcium,Punjab,5974,6812,7023,14.03%,3.11%,8.57%,10504143.94,11977607.72,12348611.13,31-50 (Middle Age),Male
MED0533,Biocon-ANT-751,Biocon,Allopathy,Injection,Anti-infective,60,525.35,Medium,Pharmacy Store,No,Insulin,Folic Acid,Punjab,28201,28796,33085,2.11%,14.90%,8.51%,14815395.35,15127978.6,17381204.75,31-50 (Middle Age),Male
MED0534,Zydus-GAS-890,Zydus Lifesciences,Ayurveda,Tablet,Gastrointestinal,100,621.56,Medium,Hospital,Yes,Azithromycin,Clavulanic Acid,Gujarat,14863,15440,16760,3.89%,8.55%,6.22%,9238246.28,9596886.4,10417345.6,51+ (Senior),Male
MED0535,Glenmark-VIT-662,Glenmark,Allopathy,Inhaler,Vitamins,30,1191.67,High,Hospital,No,Insulin,Sulphate,Karnataka,26070,28565,30646,9.57%,7.29%,8.43%,31066836.9,34040053.55,36519918.82,51+ (Senior),Male
MED0536,Mankind-DER-426,Mankind Pharma,Ayurveda,Tablet,Dermatology,30,1747.19,High,Hospital,No,Levocetirizine,Folic Acid,Gujarat,10529,11696,12317,11.09%,5.31%,8.20%,18396163.51,20435134.24,21520139.23,51+ (Senior),Male
MED0537,Lupin-GAS-928,Lupin,Allopathy,Tablet,Gastrointestinal,100,1730.44,High,Pharmacy Store,No,Aspirin,Folic Acid,Punjab,6412,6637,7593,3.52%,14.41%,8.97%,11095581.28,11484930.28,13139230.92,51+ (Senior),Male
MED0538,Glenmark-GAS-527,Glenmark,Allopathy,Capsule,Gastrointestinal,15,167.25,Low,Pharmacy Store,No,Cetirizine,Calcium,Maharashtra,12412,12754,13559,2.76%,6.32%,4.54%,2075907,2133106.5,2267742.75,31-50 (Middle Age),Female
MED0539,Biocon-VIT-904,Biocon,Allopathy,Injection,Vitamins,15,1135.52,High,Pharmacy Store,Yes,Metformin,Calcium,Maharashtra,11262,12129,12917,7.70%,6.50%,7.10%,12788226.24,13772722.08,14667511.84,31-50 (Middle Age),Female
MED0540,Glenmark-CNS-455,Glenmark,Ayurveda,Tablet,CNS,100,414.77,Medium,Pharmacy Store,Yes,Levocetirizine,Clavulanic Acid,West Bengal,28788,32451,35406,12.73%,9.11%,10.92%,11940398.76,13459701.27,14685346.62,51+ (Senior),Female
MED0541,Torrent-ANT-782,Torrent Pharma,Allopathy,Inhaler,Anti-diabetic,15,1319.32,High,Hospital,No,Omeprazole,Caffeine,Kerala,26287,29481,32067,12.15%,8.77%,10.46%,34680964.84,38894872.92,42306634.44,0-12 (Child),Female
MED0542,Abbott-VIT-591,Abbott India,Allopathy,Inhaler,Vitamins,30,282.3,Medium,Pharmacy Store,Yes,Azithromycin,Magnesium,Karnataka,13305,14289,16385,7.40%,14.67%,11.04%,3756001.5,4033784.7,4625485.5,13-30 (Young Adult),Female
MED0543,Aurobindo-CAR-988,Aurobindo Pharma,Allopathy,Ointment,Cardiac,20,1968.6,High,Hospital,No,Paracetamol,Vitamin D3,Rajasthan,18499,19220,21911,3.90%,14.00%,8.95%,36417131.4,37836492,43133994.6,31-50 (Middle Age),Other
MED0544,Torrent-VIT-975,Torrent Pharma,Allopathy,Ointment,Vitamins,60,1858.45,High,Hospital,No,Omeprazole,Magnesium,Rajasthan,10559,12080,13228,14.41%,9.51%,11.96%,19623373.55,22450076,24583576.6,31-50 (Middle Age),Female
MED0545,Torrent-VIT-528,Torrent Pharma,Allopathy,Syrup,Vitamins,15,1653.83,High,Hospital,No,Atorvastatin,Clavulanic Acid,West Bengal,7922,8571,9745,8.19%,13.70%,10.95%,13101641.26,14174976.93,16116573.35,31-50 (Middle Age),Male
MED0546,Sun-RES-512,Sun Pharma,Allopathy,Injection,Respiratory,15,267.83,Medium,Pharmacy Store,No,Cetirizine,Calcium,Uttar Pradesh,23993,24823,25684,3.46%,3.47%,3.47%,6426045.19,6648344.09,6878945.72,0-12 (Child),Male
MED0547,Divis-CAR-543,Divis Labs,Allopathy,Capsule,Cardiac,100,104.86,Low,Hospital,No,Amoxicillin,Clavulanic Acid,Gujarat,28594,30921,34731,8.14%,12.32%,10.23%,2998366.84,3242376.06,3641892.66,0-12 (Child),Male
MED0548,Dr.-ANT-442,Dr. Reddy's,Allopathy,Syrup,Anti-infective,20,311.31,Medium,Pharmacy Store,No,Atorvastatin,Hydrochloride,Karnataka,12306,13757,15816,11.80%,14.97%,13.39%,3830980.86,4282691.67,4923678.96,31-50 (Middle Age),Female
MED0549,Lupin-GAS-462,Lupin,Allopathy,Syrup,Gastrointestinal,20,1961.81,High,Online,Yes,Insulin,Sulphate,Gujarat,25751,27996,32012,8.72%,14.35%,11.54%,50518569.31,54922832.76,62801461.72,51+ (Senior),Female
MED0550,Divis-DER-563,Divis Labs,Allopathy,Syrup,Dermatology,30,1002.1,High,Pharmacy Store,Yes,Azithromycin,Folic Acid,Gujarat,17813,18440,20219,3.52%,9.65%,6.59%,17850407.3,18478724,20261459.9,31-50 (Middle Age),Male
MED0551,Sun-ANT-468,Sun Pharma,Allopathy,Syrup,Anti-infective,10,1420.39,High,Hospital,No,Metformin,Zinc,Maharashtra,24466,26596,27466,8.71%,3.27%,5.99%,34751261.74,37776692.44,39012431.74,0-12 (Child),Male
MED0552,Alkem-RES-251,Alkem Labs,Allopathy,Tablet,Respiratory,100,1338.22,High,Online,No,Atorvastatin,Magnesium,Karnataka,8185,8574,8758,4.75%,2.15%,3.45%,10953330.7,11473898.28,11720130.76,31-50 (Middle Age),Female
MED0553,Lupin-ANT-378,Lupin,Allopathy,Inhaler,Anti-infective,60,1698.68,High,Online,No,Cetirizine,Vitamin D3,Uttar Pradesh,24260,27780,29403,14.51%,5.84%,10.18%,41209976.8,47189330.4,49946288.04,0-12 (Child),Male
MED0554,Torrent-RES-181,Torrent Pharma,Allopathy,Inhaler,Respiratory,20,704,Medium,Hospital,No,Metformin,Magnesium,Maharashtra,7897,8079,9080,2.31%,12.39%,7.35%,5559488,5687616,6392320,31-50 (Middle Age),Male
MED0555,Glenmark-ANT-529,Glenmark,Allopathy,Syrup,Anti-diabetic,20,1450.16,High,Pharmacy Store,Yes,Cetirizine,Caffeine,Punjab,16427,17960,18655,9.33%,3.87%,6.60%,23821778.32,26044873.6,27052734.8,13-30 (Young Adult),Male
MED0556,Biocon-RES-845,Biocon,Allopathy,Capsule,Respiratory,30,269.45,Medium,Online,Yes,Levocetirizine,Hydrochloride,Rajasthan,22953,26360,29478,14.85%,11.83%,13.34%,6184685.85,7102702,7942847.1,13-30 (Young Adult),Male
MED0557,Dr.-ANT-635,Dr. Reddy's,Allopathy,Ointment,Anti-infective,20,808.17,High,Hospital,No,Omeprazole,Caffeine,Maharashtra,9596,10752,11256,12.06%,4.69%,8.38%,7755199.32,8689443.84,9096761.52,31-50 (Middle Age),Male
MED0558,Lupin-RES-640,Lupin,Allopathy,Tablet,Respiratory,60,325.76,Medium,Pharmacy Store,Yes,Metformin,Folic Acid,Telangana,29853,32537,34187,8.99%,5.07%,7.03%,9724913.28,10599253.12,11136757.12,13-30 (Young Adult),Male
MED0559,Lupin-ANT-251,Lupin,Allopathy,Inhaler,Anti-diabetic,30,1818.25,High,Pharmacy Store,Yes,Amoxicillin,Folic Acid,Rajasthan,25341,28801,30583,13.66%,6.19%,9.93%,46076273.25,52367418.25,55607539.75,51+ (Senior),Male
MED0560,Glenmark-ANT-215,Glenmark,Allopathy,Tablet,Anti-diabetic,30,309.26,Medium,Pharmacy Store,No,Cetirizine,Calcium,Tamil Nadu,5095,5336,6063,4.74%,13.63%,9.19%,1575679.7,1650211.36,1875043.38,13-30 (Young Adult),Female
MED0561,Biocon-ANT-578,Biocon,Allopathy,Syrup,Anti-diabetic,10,1627.16,High,Online,No,Paracetamol,Caffeine,West Bengal,11733,12590,14347,7.31%,13.96%,10.64%,19091468.28,20485944.4,23344864.52,0-12 (Child),Female
MED0562,Biocon-CNS-150,Biocon,Ayurveda,Ointment,CNS,60,1314.08,High,Pharmacy Store,Yes,Azithromycin,Zinc,Kerala,20563,21421,24601,4.18%,14.85%,9.52%,27021427.04,28148907.68,32327682.08,13-30 (Young Adult),Male
MED0563,Glenmark-DER-560,Glenmark,Allopathy,Inhaler,Dermatology,100,1846.5,High,Pharmacy Store,Yes,Aspirin,Folic Acid,West Bengal,20295,20916,21675,3.06%,3.63%,3.35%,37474717.5,38621394,40022887.5,31-50 (Middle Age),Male
MED0564,Torrent-RES-858,Torrent Pharma,Allopathy,Tablet,Respiratory,100,941.52,High,Online,Yes,Aspirin,Magnesium,Uttar Pradesh,17147,19033,19806,11.00%,4.06%,7.53%,16144243.44,17919950.16,18647745.12,31-50 (Middle Age),Female
MED0565,Divis-CNS-496,Divis Labs,Allopathy,Ointment,CNS,30,1730.04,High,Pharmacy Store,No,Aspirin,Caffeine,Rajasthan,6404,6969,7868,8.83%,12.91%,10.87%,11079176.16,12056648.76,13611954.72,51+ (Senior),Female
MED0566,Dr.-RES-253,Dr. Reddy's,Allopathy,Ointment,Respiratory,10,1452.14,High,Hospital,No,Metformin,Caffeine,Kerala,5539,5964,6543,7.68%,9.71%,8.70%,8043403.46,8660562.96,9501352.02,13-30 (Young Adult),Male
MED0567,Biocon-CAR-283,Biocon,Allopathy,Ointment,Cardiac,20,449.99,Medium,Pharmacy Store,Yes,Aspirin,None,Maharashtra,10550,11026,12262,4.52%,11.22%,7.87%,4747394.5,4961589.74,5517777.38,13-30 (Young Adult),Female
MED0568,Abbott-RES-284,Abbott India,Allopathy,Injection,Respiratory,30,230.59,Medium,Hospital,Yes,Amoxicillin,None,Karnataka,12753,13653,15261,7.06%,11.78%,9.42%,2940714.27,3148245.27,3519033.99,0-12 (Child),Female
MED0569,Alkem-ANT-290,Alkem Labs,Allopathy,Injection,Anti-diabetic,15,67.84,Low,Pharmacy Store,No,Paracetamol,Caffeine,Tamil Nadu,28639,31324,33896,9.38%,8.21%,8.80%,1942869.76,2125020.16,2299504.64,0-12 (Child),Male
MED0570,Mankind-ANT-567,Mankind Pharma,Allopathy,Inhaler,Anti-infective,15,1074.25,High,Online,Yes,Levocetirizine,Folic Acid,Telangana,26784,27749,30543,3.60%,10.07%,6.84%,28772712,29809363.25,32810817.75,0-12 (Child),Female
MED0571,Cipla-GAS-714,Cipla,Allopathy,Tablet,Gastrointestinal,10,280.02,Medium,Pharmacy Store,Yes,Amoxicillin,Calcium,Karnataka,8256,9360,10144,13.38%,8.38%,10.88%,2311845.12,2620987.2,2840522.88,51+ (Senior),Female
MED0572,Sun-CAR-869,Sun Pharma,Allopathy,Ointment,Cardiac,10,50.97,Low,Online,No,Azithromycin,Clavulanic Acid,Maharashtra,9540,10495,12051,10.01%,14.83%,12.42%,486253.8,534930.15,614239.47,13-30 (Young Adult),Female
MED0573,Lupin-VIT-335,Lupin,Allopathy,Inhaler,Vitamins,20,362.87,Medium,Pharmacy Store,Yes,Insulin,Sulphate,West Bengal,17679,19441,22321,9.97%,14.82%,12.40%,6415178.73,7054555.67,8099621.27,31-50 (Middle Age),Female
MED0574,Biocon-CNS-961,Biocon,Allopathy,Capsule,CNS,10,148.04,Low,Pharmacy Store,Yes,Insulin,Sulphate,Rajasthan,19089,20090,22990,5.25%,14.44%,9.85%,2825935.56,2974123.6,3403439.6,31-50 (Middle Age),Male
MED0575,Mankind-DER-363,Mankind Pharma,Allopathy,Injection,Dermatology,10,1475.3,High,Pharmacy Store,Yes,Azithromycin,Magnesium,Rajasthan,10794,11042,11804,2.30%,6.91%,4.61%,15924388.2,16290262.6,17414441.2,31-50 (Middle Age),Female
MED0576,Aurobindo-ANT-556,Aurobindo Pharma,Allopathy,Tablet,Anti-infective,15,251.83,Medium,Online,No,Azithromycin,Folic Acid,Karnataka,11637,12732,13678,9.41%,7.44%,8.43%,2930545.71,3206299.56,3444530.74,51+ (Senior),Male
MED0577,Mankind-DER-454,Mankind Pharma,Allopathy,Injection,Dermatology,10,1412.68,High,Hospital,No,Azithromycin,Folic Acid,Kerala,23486,25012,28213,6.50%,12.80%,9.65%,33178202.48,35333952.16,39855940.84,0-12 (Child),Female
MED0578,Glenmark-VIT-324,Glenmark,Allopathy,Inhaler,Vitamins,15,1045.33,High,Pharmacy Store,No,Atorvastatin,Calcium,Uttar Pradesh,15885,17638,19834,11.04%,12.45%,11.75%,16605067.05,18437530.54,20733075.22,13-30 (Young Adult),Other
MED0579,Divis-ANT-156,Divis Labs,Allopathy,Tablet,Anti-diabetic,100,1862.36,High,Hospital,Yes,Metformin,Calcium,Rajasthan,24205,26006,29131,7.44%,12.02%,9.73%,45078423.8,48432534.16,54252409.16,0-12 (Child),Female
MED0580,Sun-RES-467,Sun Pharma,Allopathy,Capsule,Respiratory,30,432.99,Medium,Hospital,No,Paracetamol,Sulphate,Maharashtra,12234,12529,13783,2.42%,10.01%,6.22%,5297199.66,5424931.71,5967901.17,31-50 (Middle Age),Female
MED0581,Glenmark-VIT-172,Glenmark,Allopathy,Ointment,Vitamins,30,1568.89,High,Online,No,Levocetirizine,Clavulanic Acid,Telangana,8145,9236,10214,13.40%,10.60%,12.00%,12778609.05,14490268.04,16024642.46,0-12 (Child),Female
MED0582,Dr.-VIT-369,Dr. Reddy's,Allopathy,Capsule,Vitamins,20,1896.99,High,Hospital,No,Azithromycin,Calcium,Tamil Nadu,28444,31614,35147,11.15%,11.18%,11.17%,53957983.56,59971441.86,66673507.53,51+ (Senior),Male
MED0583,Abbott-GAS-308,Abbott India,Allopathy,Syrup,Gastrointestinal,60,1607.99,High,Hospital,No,Levocetirizine,Magnesium,Telangana,22124,23340,24335,5.50%,4.26%,4.88%,35575170.76,37530486.6,39130436.65,13-30 (Young Adult),Male
MED0584,Biocon-ANT-741,Biocon,Allopathy,Tablet,Anti-diabetic,15,1385.67,High,Pharmacy Store,Yes,Amoxicillin,Clavulanic Acid,West Bengal,26757,27917,28897,4.34%,3.51%,3.93%,37076372.19,38683749.39,40041705.99,51+ (Senior),Male
MED0585,Biocon-ANT-483,Biocon,Ayurveda,Ointment,Anti-infective,20,1851.74,High,Pharmacy Store,Yes,Atorvastatin,Clavulanic Acid,West Bengal,6840,7193,8172,5.18%,13.62%,9.40%,12665901.6,13319565.82,15132419.28,31-50 (Middle Age),Female
MED0586,Zydus-ANT-414,Zydus Lifesciences,Allopathy,Tablet,Anti-infective,30,1851.96,High,Hospital,Yes,Aspirin,Clavulanic Acid,Telangana,23230,25491,28079,9.73%,10.16%,9.95%,43021030.8,47208312.36,52001184.84,51+ (Senior),Female
MED0587,Alkem-CAR-446,Alkem Labs,Allopathy,Syrup,Cardiac,10,1529.08,High,Pharmacy Store,Yes,Metformin,Clavulanic Acid,Rajasthan,19091,21615,23811,13.22%,10.16%,11.69%,29191666.28,33051064.2,36408923.88,31-50 (Middle Age),Female
MED0588,Biocon-DER-643,Biocon,Allopathy,Inhaler,Dermatology,20,1610.3,High,Pharmacy Store,Yes,Omeprazole,Clavulanic Acid,Punjab,24970,27588,30520,10.49%,10.63%,10.56%,40209191,44424956.4,49146356,51+ (Senior),Female
MED0589,Cipla-ANT-987,Cipla,Allopathy,Inhaler,Anti-infective,15,1416.43,High,Hospital,Yes,Azithromycin,Clavulanic Acid,West Bengal,13167,13821,15725,4.97%,13.78%,9.38%,18650133.81,19576479.03,22273361.75,0-12 (Child),Male
MED0590,Lupin-CNS-149,Lupin,Allopathy,Inhaler,CNS,30,799.54,Medium,Pharmacy Store,Yes,Metformin,Clavulanic Acid,Gujarat,27319,30378,33244,11.20%,9.44%,10.32%,21842633.26,24288426.12,26579907.76,51+ (Senior),Male
MED0591,Alkem-ANT-689,Alkem Labs,Ayurveda,Capsule,Anti-diabetic,60,161.49,Low,Hospital,Yes,Insulin,Hydrochloride,Uttar Pradesh,22694,24026,24578,5.87%,2.30%,4.09%,3664854.06,3879958.74,3969101.22,31-50 (Middle Age),Female
MED0592,Biocon-CNS-112,Biocon,Allopathy,Inhaler,CNS,60,453.14,Medium,Pharmacy Store,No,Metformin,Clavulanic Acid,West Bengal,8590,9421,10833,9.68%,14.99%,12.34%,3892472.6,4269031.94,4908865.62,13-30 (Young Adult),Male
MED0593,Glenmark-VIT-301,Glenmark,Allopathy,Ointment,Vitamins,30,1202.07,High,Hospital,No,Amoxicillin,Caffeine,Punjab,15875,16873,17260,6.29%,2.30%,4.30%,19082861.25,20282527.11,20747728.2,13-30 (Young Adult),Female
MED0594,Zydus-ANT-817,Zydus Lifesciences,Allopathy,Capsule,Anti-infective,60,992.19,High,Online,Yes,Aspirin,Magnesium,Telangana,26465,29890,33852,12.94%,13.26%,13.10%,26258308.35,29656559.1,33587615.88,31-50 (Middle Age),Female
MED0595,Lupin-ANT-710,Lupin,Allopathy,Tablet,Anti-infective,30,1314.93,High,Pharmacy Store,Yes,Amoxicillin,Zinc,Telangana,13490,15071,16432,11.73%,9.03%,10.38%,17738405.7,19817310.03,21606929.76,0-12 (Child),Male
MED0596,Glenmark-DER-326,Glenmark,Allopathy,Inhaler,Dermatology,100,1191.73,High,Hospital,No,Metformin,Folic Acid,Karnataka,27096,30250,33713,11.64%,11.45%,11.55%,32291116.08,36049832.5,40176793.49,51+ (Senior),Female
