ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Zone,Urban_Rural,Age_Group,Gender,Prescription_Type,Purchase_Channel,Insurance_Covered,Market_Share_%,Customer_Rating,Return_Rate_%,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024
MED0447,Sun-ANT-224,Sun Pharma,Allopathy,Injection,Anti-diabetic,30,1814.98,No,Levocetirizine,Magnesium,West Bengal,East,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,1.71,3.2,2.35,8715,9432,10696,0.0824,0.134,0.1078,15817550.7,17118891.36,19413026.08
MED0448,Sun-CNS-739,Sun Pharma,Allopathy,Injection,CNS,10,833.62,Yes,Insulin,Folic Acid,West Bengal,East,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.16,4.5,2.66,28959,30975,35057,0.0696,0.1318,0.1003,24140801.58,25821379.5,29224216.34
MED0449,Alkem-ANT-968,Alkem Labs,Allopathy,Tablet,Anti-infective,15,1184.69,Yes,Cetirizine,Clavulanic Acid,Karnataka,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,Yes,3.14,3.8,1.24,17433,19453,21619,0.1159,0.1114,0.1136,20652700.77,23045774.57,25611813.11
MED0450,Zydus-VIT-692,Zydus Lifesciences,Allopathy,Injection,Vitamins,20,576.52,No,Metformin,Caffeine,Telangana,South,Rural,13-30 (Young Adult),Female,RX (Prescription),Hospital,Yes,1.81,4.8,1.23,27796,31705,33202,0.1406,0.0472,0.0929,16024949.92,18278566.6,19141617.04
MED0451,Abbott-ANT-859,Abbott India,Ayurveda,Inhaler,Anti-diabetic,100,1558.92,No,Metformin,Vitamin D3,Tamil Nadu,South,Semi-Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Online,Yes,1.45,3.2,1.21,10736,11544,11899,0.0754,0.0308,0.0528,16736565.12,17996172.48,18549589.08
MED0452,Mankind-ANT-104,Mankind Pharma,Allopathy,Ointment,Anti-infective,100,171.97,No,Omeprazole,Hydrochloride,Tamil Nadu,South,Semi-Urban,51+ (Senior),Female,OTC (Over the Counter),Pharmacy Store,No,2.41,4.0,2.19,8880,10032,10681,0.1298,0.0647,0.0967,1527093.6,1725203.04,1836811.57
MED0453,Divis-DER-920,Divis Labs,Allopathy,Inhaler,Dermatology,60,897.76,Yes,Azithromycin,Calcium,Punjab,North,Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Hospital,No,1.79,4.8,2.33,11654,12148,12605,0.0424,0.0377,0.04,10462495.04,10905988.48,11316264.8
MED0454,Cipla-RES-866,Cipla,Allopathy,Ointment,Respiratory,15,1882.06,No,Amoxicillin,Calcium,Tamil Nadu,South,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,0.8,3.4,1.42,29999,34004,36481,0.1335,0.0729,0.1028,56459917.94,63997568.24,68659430.86
MED0455,Mankind-ANT-271,Mankind Pharma,Allopathy,Inhaler,Anti-diabetic,15,1944.02,No,Amoxicillin,Zinc,Maharashtra,West,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,1.1,4.9,0.46,14699,15048,15395,0.0238,0.0231,0.0234,28575149.98,29253612.96,29928187.9
MED0456,Mankind-CAR-342,Mankind Pharma,Allopathy,Tablet,Cardiac,30,1393.29,No,Levocetirizine,Magnesium,Maharashtra,West,Urban,0-12 (Child),Other,RX (Prescription),Pharmacy Store,No,1.23,4.4,3.0,24329,27185,29831,0.1174,0.0974,0.1073,33897352.41,37876588.65,41563233.99
MED0457,Biocon-CAR-815,Biocon,Allopathy,Injection,Cardiac,30,457.53,Yes,Amoxicillin,Folic Acid,West Bengal,East,Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Pharmacy Store,Yes,4.39,4.5,2.84,6000,6686,6965,0.1145,0.0418,0.0774,2745180.0,3059045.58,3186696.45
MED0458,Aurobindo-ANT-146,Aurobindo Pharma,Allopathy,Capsule,Anti-infective,15,485.41,Yes,Azithromycin,Zinc,Rajasthan,North,Rural,51+ (Senior),Female,RX (Prescription),Online,Yes,4.94,4.9,0.4,18684,20494,21768,0.0969,0.0622,0.0794,9069400.44,9947992.54,10566404.88
MED0459,Alkem-ANT-264,Alkem Labs,Allopathy,Capsule,Anti-infective,20,695.67,No,Atorvastatin,Zinc,Gujarat,West,Semi-Urban,0-12 (Child),Female,RX (Prescription),Hospital,Yes,2.89,4.1,1.69,29651,32511,35855,0.0965,0.1029,0.0997,20627311.17,22616927.37,24943247.85
MED0460,Dr.-CAR-497,Dr. Reddy's,Allopathy,Syrup,Cardiac,20,1300.52,Yes,Cetirizine,Sulphate,Kerala,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,0.19,4.7,2.42,5717,6227,6889,0.0893,0.1065,0.0977,7435072.84,8098338.04,8959282.28
MED0461,Dr.-ANT-880,Dr. Reddy's,Allopathy,Injection,Anti-diabetic,15,1927.92,No,Levocetirizine,Zinc,Gujarat,West,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,1.78,3.3,0.21,27588,29418,33285,0.0663,0.1315,0.0984,53187456.96,56715550.56,64170817.2
MED0462,Sun-DER-618,Sun Pharma,Homeopathy,Injection,Dermatology,60,1060.74,No,Levocetirizine,None,Uttar Pradesh,North,Urban,51+ (Senior),Female,RX (Prescription),Hospital,Yes,0.44,4.2,1.58,24168,25349,28537,0.0489,0.1258,0.0866,25635964.32,26888698.26,30270337.38
MED0463,Zydus-CNS-664,Zydus Lifesciences,Allopathy,Injection,CNS,30,424.46,No,Insulin,Magnesium,Punjab,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,0.16,4.4,1.69,10780,12345,12869,0.1453,0.0425,0.0926,4575678.8,5239958.7,5462375.74
MED0464,Lupin-ANT-188,Lupin,Allopathy,Capsule,Anti-infective,60,988.78,Yes,Cetirizine,Clavulanic Acid,West Bengal,East,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,2.11,3.6,0.47,19956,21125,22866,0.0586,0.0824,0.0704,19732093.68,20887977.5,22609443.48
MED0465,Cipla-CNS-304,Cipla,Allopathy,Injection,CNS,30,62.8,No,Levocetirizine,Sulphate,Maharashtra,West,Urban,51+ (Senior),Male,RX (Prescription),Online,No,0.46,4.1,3.0,7626,8447,8769,0.1077,0.0381,0.0723,478912.8,530471.6,550693.2
MED0466,Alkem-CNS-881,Alkem Labs,Allopathy,Inhaler,CNS,100,1329.42,No,Azithromycin,Hydrochloride,Punjab,North,Rural,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,No,2.27,4.0,0.07,9133,9854,10618,0.079,0.0776,0.0782,12141592.86,13100104.68,14115781.56
MED0467,Zydus-CAR-331,Zydus Lifesciences,Allopathy,Tablet,Cardiac,20,562.84,Yes,Insulin,Vitamin D3,Karnataka,South,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,3.27,3.5,0.72,22251,22836,23930,0.0263,0.0479,0.037,12523752.84,12853014.24,13468761.2
MED0468,Cipla-RES-895,Cipla,Allopathy,Tablet,Respiratory,15,1887.36,Yes,Omeprazole,Folic Acid,Tamil Nadu,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,0.12,3.6,1.29,24988,27794,30186,0.1123,0.0861,0.0991,47161351.68,52457283.84,56971848.96
MED0469,Mankind-ANT-252,Mankind Pharma,Homeopathy,Inhaler,Anti-infective,60,729.48,No,Cetirizine,Zinc,Karnataka,South,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,3.33,3.6,1.3,8941,9260,10266,0.0357,0.1087,0.0715,6522280.68,6754984.8,7488841.68
MED0470,Mankind-VIT-776,Mankind Pharma,Homeopathy,Syrup,Vitamins,60,963.92,Yes,Metformin,Zinc,Gujarat,West,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,2.86,4.5,2.97,12760,14400,15029,0.1286,0.0437,0.0853,12299619.2,13880448.0,14486753.68
MED0471,Alkem-CAR-588,Alkem Labs,Allopathy,Tablet,Cardiac,15,712.26,Yes,Insulin,Hydrochloride,Tamil Nadu,South,Semi-Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,4.8,4.0,0.79,19684,22009,23513,0.1181,0.0684,0.0929,14020125.84,15676130.34,16747369.38
MED0472,Cipla-RES-536,Cipla,Allopathy,Injection,Respiratory,30,280.29,No,Amoxicillin,Hydrochloride,Rajasthan,North,Semi-Urban,51+ (Senior),Female,RX (Prescription),Hospital,Yes,0.72,4.1,1.6,9146,9422,9875,0.0302,0.0481,0.0391,2563532.34,2640892.38,2767863.75
MED0473,Torrent-CNS-669,Torrent Pharma,Homeopathy,Inhaler,CNS,10,733.51,Yes,Azithromycin,Sulphate,West Bengal,East,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,1.6,3.0,2.93,28745,33016,35699,0.1486,0.0813,0.1144,21084744.95,24217566.16,26185573.49
MED0474,Aurobindo-CAR-148,Aurobindo Pharma,Allopathy,Ointment,Cardiac,20,449.66,Yes,Amoxicillin,None,Rajasthan,North,Rural,0-12 (Child),Male,RX (Prescription),Pharmacy Store,Yes,4.74,4.4,0.96,14963,16494,18693,0.1024,0.1334,0.1177,6728262.58,7416692.04,8405494.38
MED0475,Glenmark-RES-278,Glenmark,Homeopathy,Tablet,Respiratory,60,179.74,No,Cetirizine,None,West Bengal,East,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,1.47,5.0,0.56,24597,26054,29935,0.0593,0.149,0.1032,4421064.78,4682945.96,5380516.9
MED0476,Cipla-DER-149,Cipla,Allopathy,Syrup,Dermatology,30,159.92,No,Paracetamol,Calcium,Tamil Nadu,South,Semi-Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Hospital,No,3.93,4.9,1.78,9550,10431,11388,0.0923,0.0918,0.092,1527236.0,1668125.52,1821168.96
MED0477,Divis-ANT-539,Divis Labs,Allopathy,Ointment,Anti-diabetic,100,1317.28,No,Cetirizine,Vitamin D3,Uttar Pradesh,North,Rural,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,Yes,2.22,4.1,1.97,20063,21714,24651,0.0823,0.1353,0.1085,26428588.64,28603417.92,32472269.28
MED0478,Torrent-CNS-685,Torrent Pharma,Ayurveda,Capsule,CNS,30,187.15,No,Azithromycin,None,Uttar Pradesh,North,Semi-Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,4.36,3.5,1.81,28309,30357,34744,0.0724,0.1445,0.1078,5298029.35,5681312.55,6502339.6
MED0479,Aurobindo-VIT-518,Aurobindo Pharma,Ayurveda,Tablet,Vitamins,30,785.82,Yes,Levocetirizine,Calcium,Kerala,South,Semi-Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,Yes,2.28,3.2,2.08,19758,22691,23304,0.1485,0.0271,0.086,15526231.56,17831041.62,18312749.28
MED0480,Aurobindo-GAS-138,Aurobindo Pharma,Ayurveda,Inhaler,Gastrointestinal,15,310.36,No,Metformin,None,Kerala,South,Rural,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,2.09,4.9,0.13,25454,27835,29347,0.0935,0.0543,0.0738,7899903.44,8638870.6,9108134.92
MED0481,Lupin-RES-577,Lupin,Allopathy,Syrup,Respiratory,20,1795.84,Yes,Aspirin,Clavulanic Acid,Tamil Nadu,South,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,Yes,2.98,4.7,0.27,21085,23797,24765,0.1286,0.0407,0.0838,37865286.4,42735604.48,44473977.6
MED0482,Lupin-VIT-836,Lupin,Allopathy,Syrup,Vitamins,60,168.03,No,Aspirin,Magnesium,Telangana,South,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,0.19,4.6,2.91,26611,30152,32378,0.1331,0.0739,0.103,4471446.33,5066440.56,5440475.34
MED0483,Sun-CAR-366,Sun Pharma,Allopathy,Syrup,Cardiac,20,440.96,Yes,Atorvastatin,Calcium,Uttar Pradesh,North,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,Yes,3.12,3.8,0.53,24356,27444,29567,0.1268,0.0774,0.1018,10740021.76,12101706.24,13037864.32
MED0484,Cipla-CAR-693,Cipla,Allopathy,Ointment,Cardiac,15,1842.85,Yes,Omeprazole,Caffeine,Gujarat,West,Semi-Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,0.7,3.4,2.06,21259,23790,26305,0.1191,0.1057,0.1124,39177148.15,43841401.5,48476169.25
MED0485,Lupin-ANT-422,Lupin,Allopathy,Injection,Anti-diabetic,15,1924.88,No,Omeprazole,Clavulanic Acid,Maharashtra,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,2.38,3.8,1.75,20844,22016,23832,0.0562,0.0825,0.0693,40122198.72,42378158.08,45873740.16
MED0486,Biocon-CAR-745,Biocon,Allopathy,Capsule,Cardiac,60,1782.97,No,Levocetirizine,Calcium,West Bengal,East,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,Yes,4.67,3.3,1.18,7780,8142,8844,0.0466,0.0863,0.0662,13871506.6,14516941.74,15768586.68
MED0487,Lupin-VIT-265,Lupin,Allopathy,Capsule,Vitamins,60,333.84,Yes,Levocetirizine,Magnesium,Punjab,North,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.35,3.5,0.62,14262,15166,17360,0.0634,0.1447,0.1033,4761226.08,5063017.44,5795462.4
MED0488,Sun-VIT-946,Sun Pharma,Allopathy,Inhaler,Vitamins,30,523.71,Yes,Cetirizine,Zinc,Uttar Pradesh,North,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,0.67,4.0,2.78,21285,24103,25105,0.1324,0.0416,0.086,11147167.35,12622982.13,13147739.55
MED0489,Torrent-ANT-914,Torrent Pharma,Allopathy,Capsule,Anti-infective,10,1120.59,Yes,Levocetirizine,Folic Acid,Maharashtra,West,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,3.41,4.5,2.98,14281,15309,15655,0.072,0.0227,0.047,16003145.79,17155112.31,17542836.45
MED0490,Divis-VIT-589,Divis Labs,Ayurveda,Injection,Vitamins,100,91.66,Yes,Aspirin,None,Tamil Nadu,South,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,Yes,3.5,3.1,2.84,29011,30849,32326,0.0634,0.0479,0.0556,2659148.26,2827619.34,2963001.16
MED0491,Mankind-GAS-995,Mankind Pharma,Allopathy,Ointment,Gastrointestinal,10,772.64,No,Omeprazole,Magnesium,Maharashtra,West,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,3.42,3.5,0.67,20449,22469,23042,0.0988,0.0255,0.0615,15799715.36,17360448.16,17803170.88
MED0492,Divis-VIT-727,Divis Labs,Allopathy,Injection,Vitamins,15,198.65,Yes,Cetirizine,Caffeine,West Bengal,East,Semi-Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,3.16,5.0,0.28,5338,5687,6300,0.0654,0.1078,0.0864,1060393.7,1129722.55,1251495.0
MED0493,Dr.-ANT-993,Dr. Reddy's,Allopathy,Inhaler,Anti-infective,60,514.83,No,Aspirin,Hydrochloride,Rajasthan,North,Semi-Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,1.48,3.9,0.45,11318,11676,11925,0.0317,0.0213,0.0265,5826845.94,6011155.08,6139347.75
MED0494,Dr.-ANT-695,Dr. Reddy's,Allopathy,Capsule,Anti-infective,20,572.06,No,Insulin,Sulphate,Kerala,South,Semi-Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,3.84,4.9,2.37,8722,8976,9867,0.0291,0.0993,0.0636,4989507.32,5134810.56,5644516.02
MED0495,Dr.-ANT-925,Dr. Reddy's,Allopathy,Injection,Anti-infective,20,504.86,No,Metformin,Zinc,Telangana,South,Urban,0-12 (Child),Female,RX (Prescription),Hospital,No,4.26,4.9,2.32,5534,6314,6478,0.1411,0.0261,0.0819,2793895.24,3187686.04,3270483.08
MED0496,Alkem-DER-401,Alkem Labs,Allopathy,Tablet,Dermatology,60,288.69,Yes,Amoxicillin,Vitamin D3,Maharashtra,West,Semi-Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,0.36,4.1,1.38,26917,29611,32923,0.1001,0.1119,0.106,7770668.73,8548399.59,9504540.87
MED0497,Dr.-ANT-883,Dr. Reddy's,Allopathy,Injection,Anti-diabetic,15,1451.87,No,Atorvastatin,Magnesium,Gujarat,West,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,4.47,3.6,1.09,18227,19429,21089,0.066,0.0854,0.0756,26463234.49,28208382.23,30618486.43
MED0498,Abbott-VIT-281,Abbott India,Allopathy,Syrup,Vitamins,100,328.17,No,Cetirizine,Magnesium,Tamil Nadu,South,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,3.15,4.6,1.14,22060,24919,26987,0.1296,0.083,0.106,7239430.2,8177668.23,8856323.79
MED0499,Divis-ANT-293,Divis Labs,Ayurveda,Syrup,Anti-diabetic,10,1310.88,Yes,Amoxicillin,Vitamin D3,Tamil Nadu,South,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,2.76,4.9,2.15,8772,9828,10107,0.1204,0.0284,0.0734,11499039.36,12883328.64,13249064.16
MED0500,Mankind-GAS-729,Mankind Pharma,Allopathy,Tablet,Gastrointestinal,15,1898.97,No,Metformin,Caffeine,West Bengal,East,Urban,0-12 (Child),Female,OTC (Over the Counter),Pharmacy Store,No,3.51,3.7,2.12,8209,9126,9410,0.1118,0.0312,0.0707,15588644.73,17330000.22,17869307.7
MED0501,Alkem-ANT-970,Alkem Labs,Allopathy,Injection,Anti-diabetic,15,1396.53,Yes,Metformin,Folic Acid,Punjab,North,Semi-Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,1.21,4.9,1.67,26669,29669,32353,0.1125,0.0905,0.1014,37244058.57,41433648.57,45181935.09
MED0502,Glenmark-DER-672,Glenmark,Allopathy,Ointment,Dermatology,100,1241.85,Yes,Levocetirizine,Zinc,Punjab,North,Rural,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,0.41,3.5,2.31,24476,25995,27043,0.0621,0.0404,0.0511,30395520.6,32281890.75,33583349.55
MED0503,Dr.-ANT-730,Dr. Reddy's,Allopathy,Inhaler,Anti-infective,15,601.9,No,Paracetamol,Sulphate,Punjab,North,Semi-Urban,0-12 (Child),Male,RX (Prescription),Hospital,Yes,1.37,3.6,1.71,8303,8911,9846,0.0732,0.105,0.089,4997575.7,5363530.9,5926307.4
MED0504,Lupin-ANT-525,Lupin,Allopathy,Capsule,Anti-infective,60,765.82,Yes,Aspirin,None,Uttar Pradesh,North,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,No,2.8,4.6,0.89,6491,6786,7130,0.0455,0.0508,0.0481,4970937.62,5196854.52,5460296.6
MED0505,Biocon-DER-253,Biocon,Allopathy,Capsule,Dermatology,60,1918.33,Yes,Aspirin,Calcium,Rajasthan,North,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,Yes,0.53,3.4,2.82,29123,31222,33433,0.0721,0.0708,0.0714,55867524.59,59894099.26,64135526.89
MED0506,Aurobindo-VIT-354,Aurobindo Pharma,Allopathy,Injection,Vitamins,60,1333.0,Yes,Levocetirizine,Zinc,Kerala,South,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Hospital,No,2.72,4.0,2.57,10731,11079,11453,0.0325,0.0338,0.0331,14304423.0,14768307.0,15266849.0
MED0507,Abbott-CAR-835,Abbott India,Allopathy,Injection,Cardiac,15,565.59,Yes,Atorvastatin,Hydrochloride,Karnataka,South,Rural,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,4.35,4.7,2.31,16875,18434,20195,0.0924,0.0955,0.094,9544331.25,10426086.06,11422090.05
MED0508,Torrent-VIT-451,Torrent Pharma,Allopathy,Syrup,Vitamins,100,813.2,No,Paracetamol,Zinc,Maharashtra,West,Urban,51+ (Senior),Male,OTC (Over the Counter),Online,No,2.49,4.1,2.61,14154,14650,15905,0.035,0.0857,0.0601,11510032.8,11913380.0,12933946.0
MED0509,Lupin-ANT-914,Lupin,Allopathy,Ointment,Anti-diabetic,60,1899.81,No,Paracetamol,None,Rajasthan,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,0.4,4.2,0.03,6901,7365,7993,0.0673,0.0854,0.0762,13110588.81,13992100.65,15185181.33
MED0510,Torrent-CAR-747,Torrent Pharma,Allopathy,Syrup,Cardiac,100,998.57,No,Omeprazole,Folic Acid,Telangana,South,Rural,31-50 (Middle Age),Male,OTC (Over the Counter),Hospital,No,1.26,3.7,2.51,28751,29439,31583,0.024,0.0729,0.0481,28709886.07,29396902.23,31537836.31
MED0511,Aurobindo-ANT-999,Aurobindo Pharma,Allopathy,Ointment,Anti-infective,30,1129.58,No,Amoxicillin,Caffeine,Rajasthan,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,1.24,4.6,2.57,17217,19778,22477,0.1488,0.1365,0.1426,19447978.86,22340833.24,25389569.66
MED0512,Zydus-CAR-293,Zydus Lifesciences,Allopathy,Syrup,Cardiac,10,1756.29,Yes,Azithromycin,Sulphate,Kerala,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,3.63,4.4,0.93,23876,27114,30113,0.1356,0.1106,0.123,41933180.04,47620047.06,52887160.77
MED0513,Abbott-VIT-268,Abbott India,Homeopathy,Injection,Vitamins,100,803.88,No,Azithromycin,Calcium,Uttar Pradesh,North,Urban,51+ (Senior),Female,OTC (Over the Counter),Pharmacy Store,No,4.26,4.0,0.31,20758,22834,25424,0.1,0.1134,0.1067,16686941.04,18355795.92,20437845.12
MED0514,Abbott-CAR-376,Abbott India,Allopathy,Tablet,Cardiac,100,697.16,No,Levocetirizine,Magnesium,West Bengal,East,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,0.11,3.7,0.07,26244,27257,27873,0.0386,0.0226,0.0306,18296267.04,19002490.12,19431940.68
MED0515,Alkem-ANT-336,Alkem Labs,Allopathy,Capsule,Anti-infective,30,1467.78,Yes,Metformin,Sulphate,Punjab,North,Semi-Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,2.86,4.0,0.36,23586,25450,29192,0.079,0.1471,0.1125,34619059.08,37355001.0,42847433.76
MED0516,Alkem-RES-885,Alkem Labs,Allopathy,Ointment,Respiratory,30,1947.83,Yes,Insulin,None,Rajasthan,North,Urban,51+ (Senior),Male,RX (Prescription),Hospital,Yes,4.49,4.4,2.94,12479,13611,14178,0.0908,0.0417,0.0659,24306970.57,26511914.13,27616333.74
MED0517,Sun-ANT-811,Sun Pharma,Allopathy,Capsule,Anti-infective,100,878.34,No,Azithromycin,Hydrochloride,Karnataka,South,Urban,51+ (Senior),Female,OTC (Over the Counter),Hospital,No,2.9,4.4,1.75,6103,6555,7024,0.0741,0.0716,0.0728,5360509.02,5757518.7,6169460.16
MED0518,Aurobindo-ANT-580,Aurobindo Pharma,Allopathy,Ointment,Anti-diabetic,10,108.78,Yes,Cetirizine,Zinc,West Bengal,East,Urban,51+ (Senior),Female,OTC (Over the Counter),Pharmacy Store,Yes,3.35,4.5,0.97,29849,31928,33005,0.0697,0.0337,0.0515,3246974.22,3473127.84,3590283.9
MED0519,Cipla-VIT-271,Cipla,Allopathy,Tablet,Vitamins,100,918.51,No,Aspirin,Hydrochloride,Gujarat,West,Urban,0-12 (Child),Male,RX (Prescription),Hospital,Yes,2.41,3.7,1.06,17203,17663,18653,0.0268,0.0561,0.0413,15801127.53,16223642.13,17132967.03
MED0520,Sun-CNS-384,Sun Pharma,Allopathy,Inhaler,CNS,100,1649.15,No,Metformin,Clavulanic Acid,Tamil Nadu,South,Semi-Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Hospital,No,4.4,3.3,1.37,29286,32552,33764,0.1115,0.0372,0.0737,48297006.9,53683130.8,55681900.6
MED0521,Torrent-ANT-579,Torrent Pharma,Allopathy,Inhaler,Anti-infective,10,630.67,No,Paracetamol,Folic Acid,Kerala,South,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,Yes,3.62,3.8,1.26,12114,13405,15299,0.1066,0.1414,0.1238,7639936.38,8454131.35,9648620.33
MED0522,Biocon-ANT-405,Biocon,Allopathy,Syrup,Anti-infective,100,163.07,No,Paracetamol,Caffeine,Kerala,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,2.25,3.8,0.06,22778,23450,25432,0.0295,0.0845,0.0567,3714408.46,3823991.5,4147196.24
MED0523,Dr.-CAR-454,Dr. Reddy's,Allopathy,Inhaler,Cardiac,30,1454.07,Yes,Azithromycin,Sulphate,Rajasthan,North,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Hospital,No,4.62,3.5,2.18,11304,12934,13499,0.1442,0.0437,0.0928,16436807.28,18806941.38,19628490.93
MED0524,Abbott-CAR-143,Abbott India,Allopathy,Syrup,Cardiac,10,1139.85,Yes,Atorvastatin,Caffeine,Karnataka,South,Urban,13-30 (Young Adult),Other,OTC (Over the Counter),Hospital,No,2.14,4.2,2.41,24942,27146,28364,0.0884,0.0449,0.0664,28430138.7,30942368.1,32330705.4
MED0525,Glenmark-ANT-639,Glenmark,Allopathy,Tablet,Anti-infective,15,410.3,No,Insulin,Vitamin D3,Maharashtra,West,Urban,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,No,0.11,4.8,0.75,13029,13442,13788,0.0317,0.0258,0.0287,5345798.7,5515252.6,5657216.4
MED0526,Sun-RES-617,Sun Pharma,Allopathy,Syrup,Respiratory,30,1686.46,Yes,Metformin,Hydrochloride,Telangana,South,Rural,0-12 (Child),Female,RX (Prescription),Online,Yes,1.03,4.4,0.63,12031,12560,13852,0.044,0.1029,0.073,20289800.26,21181937.6,23360843.92
MED0527,Divis-GAS-658,Divis Labs,Allopathy,Inhaler,Gastrointestinal,10,921.05,Yes,Azithromycin,Caffeine,Rajasthan,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,1.52,3.2,0.81,7520,8600,9739,0.1436,0.1325,0.138,6926296.0,7921030.0,8970105.95
MED0528,Mankind-RES-333,Mankind Pharma,Allopathy,Tablet,Respiratory,10,866.3,Yes,Amoxicillin,Folic Acid,Rajasthan,North,Rural,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,Yes,0.62,5.0,1.63,5669,5992,6380,0.057,0.0649,0.0609,4911054.7,5190869.6,5526994.0
MED0529,Aurobindo-CNS-438,Aurobindo Pharma,Ayurveda,Syrup,CNS,60,160.47,No,Levocetirizine,Folic Acid,Telangana,South,Rural,0-12 (Child),Female,RX (Prescription),Hospital,No,0.59,3.4,1.01,21592,23682,25063,0.0968,0.0583,0.0774,3464868.24,3800250.54,4021859.61
MED0530,Torrent-CAR-888,Torrent Pharma,Allopathy,Capsule,Cardiac,10,1935.93,Yes,Aspirin,Sulphate,Uttar Pradesh,North,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Online,No,3.09,4.1,2.49,24327,25883,29513,0.064,0.1403,0.1014,47095369.11,50107676.19,57135102.09
